id,WorkChallengesSelect
1861,I prefer not to say
1862,Company politics / Lack of management/financial support for a data science team
1862,Maintaining responsible expectations about the potential impact of data science projects
1862,Organization is small and cannot afford a data science team
1863,Explaining data science to others
1863,Lack of data science talent in the organization
1863,Lack of significant domain expert input
1863,Limitations of tools
1863,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1863,The lack of a clear question to be answering or a clear direction to go in with the available data
1864,Company politics / Lack of management/financial support for a data science team
1864,Data Science results not used by business decision makers
1864,Lack of data science talent in the organization
1864,Limitations of tools
1864,Need to coordinate with IT
1864,Unavailability of/difficult access to data
1865,I prefer not to say
1866,Dirty data
1866,Privacy issues
1867,Company politics / Lack of management/financial support for a data science team
1867,Difficulties in deployment/scoring
1867,Dirty data
1867,Limitations in the state of the art in machine learning
1867,Unavailability of/difficult access to data
1868,Data Science results not used by business decision makers
1868,The lack of a clear question to be answering or a clear direction to go in with the available data
1868,Unavailability of/difficult access to data
1869,NA
1870,Data Science results not used by business decision makers
1870,Explaining data science to others
1870,Scaling data science solution up to full database
1870,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1871,NA
1872,Company politics / Lack of management/financial support for a data science team
1872,Difficulties in deployment/scoring
1872,Explaining data science to others
1872,Inability to integrate findings into organization's decision-making process
1872,Lack of data science talent in the organization
1872,Need to coordinate with IT
1872,Scaling data science solution up to full database
1872,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1873,Data Science results not used by business decision makers
1873,Explaining data science to others
1873,Lack of data science talent in the organization
1873,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1873,The lack of a clear question to be answering or a clear direction to go in with the available data
1874,Company politics / Lack of management/financial support for a data science team
1874,Data Science results not used by business decision makers
1874,Lack of data science talent in the organization
1875,Company politics / Lack of management/financial support for a data science team
1875,Lack of data science talent in the organization
1875,Lack of funds to buy useful datasets from external sources
1875,Lack of significant domain expert input
1875,Organization is small and cannot afford a data science team
1875,Unavailability of/difficult access to data
1876,I prefer not to say
1877,Dirty data
1877,Lack of funds to buy useful datasets from external sources
1878,I prefer not to say
1879,NA
1880,Company politics / Lack of management/financial support for a data science team
1880,Data Science results not used by business decision makers
1880,Inability to integrate findings into organization's decision-making process
1880,Lack of data science talent in the organization
1880,Limitations of tools
1880,Need to coordinate with IT
1880,Unavailability of/difficult access to data
1881,NA
1882,Data Science results not used by business decision makers
1882,Dirty data
1882,Explaining data science to others
1882,Limitations of tools
1882,Privacy issues
1882,Scaling data science solution up to full database
1882,The lack of a clear question to be answering or a clear direction to go in with the available data
1882,Unavailability of/difficult access to data
1883,I prefer not to say
1884,Difficulties in deployment/scoring
1884,Privacy issues
1884,Scaling data science solution up to full database
1884,Unavailability of/difficult access to data
1885,Privacy issues
1885,The lack of a clear question to be answering or a clear direction to go in with the available data
1885,Unavailability of/difficult access to data
1886,Company politics / Lack of management/financial support for a data science team
1886,Difficulties in deployment/scoring
1886,Dirty data
1887,Company politics / Lack of management/financial support for a data science team
1887,Did not instrument data useful for scientific analysis and decision-making
1887,Lack of funds to buy useful datasets from external sources
1887,Lack of significant domain expert input
1887,Limitations of tools
1887,Need to coordinate with IT
1887,Organization is small and cannot afford a data science team
1887,Unavailability of/difficult access to data
1888,Privacy issues
1888,The lack of a clear question to be answering or a clear direction to go in with the available data
1888,Unavailability of/difficult access to data
1889,Data Science results not used by business decision makers
1889,Lack of data science talent in the organization
1889,Lack of funds to buy useful datasets from external sources
1890,NA
1891,NA
1892,Dirty data
1892,Unavailability of/difficult access to data
1893,NA
1894,Dirty data
1894,Lack of data science talent in the organization
1894,Privacy issues
1894,The lack of a clear question to be answering or a clear direction to go in with the available data
1894,Unavailability of/difficult access to data
1895,Company politics / Lack of management/financial support for a data science team
1895,Data Science results not used by business decision makers
1895,Dirty data
1895,Explaining data science to others
1896,Lack of significant domain expert input
1896,Limitations of tools
1896,Need to coordinate with IT
1896,Organization is small and cannot afford a data science team
1896,Privacy issues
1896,Unavailability of/difficult access to data
1897,Company politics / Lack of management/financial support for a data science team
1897,Dirty data
1897,Lack of data science talent in the organization
1898,Company politics / Lack of management/financial support for a data science team
1898,Data Science results not used by business decision makers
1898,Lack of data science talent in the organization
1898,Lack of significant domain expert input
1899,Company politics / Lack of management/financial support for a data science team
1899,Dirty data
1899,Lack of data science talent in the organization
1899,Need to coordinate with IT
1899,Organization is small and cannot afford a data science team
1899,Scaling data science solution up to full database
1899,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1899,The lack of a clear question to be answering or a clear direction to go in with the available data
1900,I prefer not to say
1900,Unavailability of/difficult access to data
1901,NA
1902,Company politics / Lack of management/financial support for a data science team
1902,Data Science results not used by business decision makers
1902,Limitations in the state of the art in machine learning
1902,Organization is small and cannot afford a data science team
1902,Privacy issues
1902,Scaling data science solution up to full database
1902,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1902,Unavailability of/difficult access to data
1903,Data Science results not used by business decision makers
1903,Explaining data science to others
1904,Data Science results not used by business decision makers
1904,Did not instrument data useful for scientific analysis and decision-making
1904,Explaining data science to others
1904,Inability to integrate findings into organization's decision-making process
1904,Lack of data science talent in the organization
1904,Maintaining responsible expectations about the potential impact of data science projects
1904,Privacy issues
1904,Scaling data science solution up to full database
1904,Unavailability of/difficult access to data
1905,NA
1906,The lack of a clear question to be answering or a clear direction to go in with the available data
1906,Unavailability of/difficult access to data
1907,NA
1908,NA
1909,Lack of data science talent in the organization
1909,Organization is small and cannot afford a data science team
1910,NA
1911,NA
1912,Lack of funds to buy useful datasets from external sources
1913,Did not instrument data useful for scientific analysis and decision-making
1913,Explaining data science to others
1913,Lack of data science talent in the organization
1913,Lack of funds to buy useful datasets from external sources
1913,Limitations in the state of the art in machine learning
1913,Scaling data science solution up to full database
1913,The lack of a clear question to be answering or a clear direction to go in with the available data
1913,Unavailability of/difficult access to data
1914,I prefer not to say
1915,Difficulties in deployment/scoring
1915,Dirty data
1915,Lack of significant domain expert input
1915,The lack of a clear question to be answering or a clear direction to go in with the available data
1916,NA
1917,Organization is small and cannot afford a data science team
1918,Dirty data
1918,Explaining data science to others
1918,The lack of a clear question to be answering or a clear direction to go in with the available data
1919,Dirty data
1919,Lack of data science talent in the organization
1919,Lack of significant domain expert input
1919,Organization is small and cannot afford a data science team
1919,Unavailability of/difficult access to data
1920,I prefer not to say
1921,I prefer not to say
1922,Unavailability of/difficult access to data
1923,NA
1924,Company politics / Lack of management/financial support for a data science team
1924,Data Science results not used by business decision makers
1924,Did not instrument data useful for scientific analysis and decision-making
1924,Dirty data
1924,Explaining data science to others
1924,Lack of data science talent in the organization
1924,Lack of significant domain expert input
1924,Limitations of tools
1924,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1924,The lack of a clear question to be answering or a clear direction to go in with the available data
1924,Unavailability of/difficult access to data
1925,Company politics / Lack of management/financial support for a data science team
1925,Did not instrument data useful for scientific analysis and decision-making
1925,The lack of a clear question to be answering or a clear direction to go in with the available data
1926,Data Science results not used by business decision makers
1926,Dirty data
1926,Explaining data science to others
1926,Limitations in the state of the art in machine learning
1926,Need to coordinate with IT
1926,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1926,The lack of a clear question to be answering or a clear direction to go in with the available data
1927,NA
1928,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1928,Unavailability of/difficult access to data
1929,Company politics / Lack of management/financial support for a data science team
1929,Did not instrument data useful for scientific analysis and decision-making
1929,Difficulties in deployment/scoring
1929,Dirty data
1929,Explaining data science to others
1929,Inability to integrate findings into organization's decision-making process
1929,Lack of data science talent in the organization
1929,Lack of funds to buy useful datasets from external sources
1929,Lack of significant domain expert input
1929,Limitations in the state of the art in machine learning
1929,Limitations of tools
1929,Maintaining responsible expectations about the potential impact of data science projects
1929,Need to coordinate with IT
1929,Privacy issues
1929,Scaling data science solution up to full database
1929,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1929,The lack of a clear question to be answering or a clear direction to go in with the available data
1929,Unavailability of/difficult access to data
1930,Difficulties in deployment/scoring
1930,Inability to integrate findings into organization's decision-making process
1930,Organization is small and cannot afford a data science team
1931,Company politics / Lack of management/financial support for a data science team
1931,Data Science results not used by business decision makers
1931,Dirty data
1931,Explaining data science to others
1931,Inability to integrate findings into organization's decision-making process
1931,Lack of significant domain expert input
1931,Limitations in the state of the art in machine learning
1931,Need to coordinate with IT
1931,The lack of a clear question to be answering or a clear direction to go in with the available data
1932,Did not instrument data useful for scientific analysis and decision-making
1932,Dirty data
1932,Lack of significant domain expert input
1932,Limitations in the state of the art in machine learning
1932,Limitations of tools
1932,Maintaining responsible expectations about the potential impact of data science projects
1932,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1932,The lack of a clear question to be answering or a clear direction to go in with the available data
1932,Unavailability of/difficult access to data
1933,NA
1934,Company politics / Lack of management/financial support for a data science team
1934,Dirty data
1934,Explaining data science to others
1934,Lack of data science talent in the organization
1934,Limitations in the state of the art in machine learning
1934,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1934,The lack of a clear question to be answering or a clear direction to go in with the available data
1935,Data Science results not used by business decision makers
1935,Need to coordinate with IT
1935,Unavailability of/difficult access to data
1936,NA
1937,Dirty data
1937,Limitations of tools
1938,Company politics / Lack of management/financial support for a data science team
1938,Did not instrument data useful for scientific analysis and decision-making
1938,Dirty data
1938,Lack of data science talent in the organization
1938,Lack of funds to buy useful datasets from external sources
1938,Need to coordinate with IT
1938,Organization is small and cannot afford a data science team
1939,Company politics / Lack of management/financial support for a data science team
1939,Lack of data science talent in the organization
1940,Company politics / Lack of management/financial support for a data science team
1940,Data Science results not used by business decision makers
1940,Dirty data
1940,Limitations of tools
1940,Organization is small and cannot afford a data science team
1940,Privacy issues
1940,Unavailability of/difficult access to data
1941,Difficulties in deployment/scoring
1941,Dirty data
1941,Need to coordinate with IT
1942,Company politics / Lack of management/financial support for a data science team
1942,Data Science results not used by business decision makers
1942,Dirty data
1942,Explaining data science to others
1943,Privacy issues
1943,Unavailability of/difficult access to data
1944,NA
1945,Company politics / Lack of management/financial support for a data science team
1945,Data Science results not used by business decision makers
1945,Inability to integrate findings into organization's decision-making process
1945,Privacy issues
1946,NA
1947,NA
1948,Data Science results not used by business decision makers
1948,Lack of data science talent in the organization
1948,Lack of significant domain expert input
1948,Limitations in the state of the art in machine learning
1948,Organization is small and cannot afford a data science team
1948,Scaling data science solution up to full database
1949,NA
1950,Company politics / Lack of management/financial support for a data science team
1950,Lack of data science talent in the organization
1950,Privacy issues
1950,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1951,Dirty data
1951,Privacy issues
1952,NA
1953,Company politics / Lack of management/financial support for a data science team
1953,Data Science results not used by business decision makers
1953,Explaining data science to others
1953,Inability to integrate findings into organization's decision-making process
1953,Lack of data science talent in the organization
1953,Lack of significant domain expert input
1953,The lack of a clear question to be answering or a clear direction to go in with the available data
1954,NA
1955,Limitations of tools
1955,Need to coordinate with IT
1955,Privacy issues
1956,Company politics / Lack of management/financial support for a data science team
1956,Dirty data
1957,Other
1958,NA
1959,Company politics / Lack of management/financial support for a data science team
1960,Dirty data
1960,Explaining data science to others
1960,Lack of data science talent in the organization
1960,Limitations in the state of the art in machine learning
1960,Organization is small and cannot afford a data science team
1960,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1960,Unavailability of/difficult access to data
1961,Dirty data
1961,Explaining data science to others
1961,Lack of data science talent in the organization
1961,Lack of funds to buy useful datasets from external sources
1961,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1961,Unavailability of/difficult access to data
1962,Dirty data
1962,Limitations of tools
1963,NA
1964,Company politics / Lack of management/financial support for a data science team
1964,Organization is small and cannot afford a data science team
1965,Difficulties in deployment/scoring
1965,Dirty data
1965,Explaining data science to others
1965,Lack of data science talent in the organization
1965,Lack of significant domain expert input
1965,Maintaining responsible expectations about the potential impact of data science projects
1965,Unavailability of/difficult access to data
1966,Company politics / Lack of management/financial support for a data science team
1966,Data Science results not used by business decision makers
1966,Did not instrument data useful for scientific analysis and decision-making
1966,Inability to integrate findings into organization's decision-making process
1966,Lack of data science talent in the organization
1966,Maintaining responsible expectations about the potential impact of data science projects
1966,The lack of a clear question to be answering or a clear direction to go in with the available data
1967,Did not instrument data useful for scientific analysis and decision-making
1967,Organization is small and cannot afford a data science team
1968,Company politics / Lack of management/financial support for a data science team
1968,Dirty data
1968,Explaining data science to others
1968,Privacy issues
1968,The lack of a clear question to be answering or a clear direction to go in with the available data
1969,Company politics / Lack of management/financial support for a data science team
1969,Dirty data
1969,Explaining data science to others
1969,Lack of data science talent in the organization
1969,Lack of significant domain expert input
1969,Maintaining responsible expectations about the potential impact of data science projects
1969,Privacy issues
1970,NA
1971,Dirty data
1971,Explaining data science to others
1971,Lack of data science talent in the organization
1971,Privacy issues
1971,The lack of a clear question to be answering or a clear direction to go in with the available data
1972,Company politics / Lack of management/financial support for a data science team
1972,Data Science results not used by business decision makers
1972,Privacy issues
1972,Scaling data science solution up to full database
1972,Unavailability of/difficult access to data
1973,Difficulties in deployment/scoring
1973,Dirty data
1973,Lack of funds to buy useful datasets from external sources
1973,Scaling data science solution up to full database
1974,Scaling data science solution up to full database
1975,Company politics / Lack of management/financial support for a data science team
1975,Data Science results not used by business decision makers
1975,Dirty data
1975,Explaining data science to others
1975,Inability to integrate findings into organization's decision-making process
1975,Lack of data science talent in the organization
1975,Limitations of tools
1975,Organization is small and cannot afford a data science team
1975,Privacy issues
1975,The lack of a clear question to be answering or a clear direction to go in with the available data
1975,Unavailability of/difficult access to data
1976,Company politics / Lack of management/financial support for a data science team
1976,Data Science results not used by business decision makers
1976,Dirty data
1976,Lack of data science talent in the organization
1976,Lack of funds to buy useful datasets from external sources
1976,Lack of significant domain expert input
1976,Organization is small and cannot afford a data science team
1976,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1976,The lack of a clear question to be answering or a clear direction to go in with the available data
1976,Unavailability of/difficult access to data
1977,Explaining data science to others
1978,Dirty data
1978,Scaling data science solution up to full database
1978,The lack of a clear question to be answering or a clear direction to go in with the available data
1979,Did not instrument data useful for scientific analysis and decision-making
1979,Dirty data
1979,Inability to integrate findings into organization's decision-making process
1979,Lack of data science talent in the organization
1980,Company politics / Lack of management/financial support for a data science team
1980,Data Science results not used by business decision makers
1980,Difficulties in deployment/scoring
1980,Dirty data
1980,Lack of data science talent in the organization
1980,Unavailability of/difficult access to data
1981,Company politics / Lack of management/financial support for a data science team
1981,Data Science results not used by business decision makers
1981,Dirty data
1981,Explaining data science to others
1981,Lack of data science talent in the organization
1981,Privacy issues
1981,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
1982,Company politics / Lack of management/financial support for a data science team
1982,Dirty data
1982,Explaining data science to others
1982,Lack of data science talent in the organization
1982,Lack of significant domain expert input
1982,Limitations of tools
1982,Privacy issues
1982,The lack of a clear question to be answering or a clear direction to go in with the available data
1983,Privacy issues
1984,Dirty data
1984,Organization is small and cannot afford a data science team
1985,Inability to integrate findings into organization's decision-making process
1985,Lack of data science talent in the organization
1985,Lack of funds to buy useful datasets from external sources
1985,Limitations in the state of the art in machine learning
1985,Need to coordinate with IT
1985,Organization is small and cannot afford a data science team
1985,The lack of a clear question to be answering or a clear direction to go in with the available data
1986,Data Science results not used by business decision makers
1986,Dirty data
1986,Inability to integrate findings into organization's decision-making process
1986,Unavailability of/difficult access to data
1987,Data Science results not used by business decision makers
1987,Dirty data
1987,Explaining data science to others
1987,Lack of data science talent in the organization
1987,Limitations in the state of the art in machine learning
1987,Privacy issues
1987,Scaling data science solution up to full database
1988,Data Science results not used by business decision makers
1988,Dirty data
1988,Limitations of tools
1988,Unavailability of/difficult access to data
1989,Explaining data science to others
1989,Lack of data science talent in the organization
1989,Need to coordinate with IT
1989,Organization is small and cannot afford a data science team
1989,Privacy issues
1990,Company politics / Lack of management/financial support for a data science team
1990,Difficulties in deployment/scoring
1990,Lack of significant domain expert input
1990,Limitations in the state of the art in machine learning
1990,The lack of a clear question to be answering or a clear direction to go in with the available data
1990,Unavailability of/difficult access to data
1991,Company politics / Lack of management/financial support for a data science team
1991,The lack of a clear question to be answering or a clear direction to go in with the available data
1992,Explaining data science to others
1992,Lack of data science talent in the organization
1992,Lack of funds to buy useful datasets from external sources
1992,Need to coordinate with IT
1992,Unavailability of/difficult access to data
1993,Company politics / Lack of management/financial support for a data science team
1993,I prefer not to say
1993,Lack of data science talent in the organization
1993,Limitations in the state of the art in machine learning
1993,Maintaining responsible expectations about the potential impact of data science projects
1993,Organization is small and cannot afford a data science team
1994,Company politics / Lack of management/financial support for a data science team
1994,Data Science results not used by business decision makers
1995,NA
1996,Company politics / Lack of management/financial support for a data science team
1996,Dirty data
1996,Privacy issues
1996,Unavailability of/difficult access to data
1997,Company politics / Lack of management/financial support for a data science team
1997,Data Science results not used by business decision makers
1998,NA
1999,Company politics / Lack of management/financial support for a data science team
1999,Dirty data
1999,Scaling data science solution up to full database
1999,Unavailability of/difficult access to data
2000,Dirty data
2000,Need to coordinate with IT
2000,Privacy issues
2001,Data Science results not used by business decision makers
2001,Difficulties in deployment/scoring
2001,Dirty data
2001,Explaining data science to others
2001,Inability to integrate findings into organization's decision-making process
2001,The lack of a clear question to be answering or a clear direction to go in with the available data
2002,NA
2003,Company politics / Lack of management/financial support for a data science team
2003,Data Science results not used by business decision makers
2003,Lack of funds to buy useful datasets from external sources
2003,Scaling data science solution up to full database
2003,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2004,NA
2005,Limitations of tools
2005,Need to coordinate with IT
2006,Dirty data
2006,Inability to integrate findings into organization's decision-making process
2006,Privacy issues
2007,Company politics / Lack of management/financial support for a data science team
2007,Limitations of tools
2008,NA
2009,Company politics / Lack of management/financial support for a data science team
2009,Dirty data
2009,Limitations in the state of the art in machine learning
2009,Limitations of tools
2009,Unavailability of/difficult access to data
2010,NA
2011,Company politics / Lack of management/financial support for a data science team
2011,Dirty data
2011,Lack of funds to buy useful datasets from external sources
2011,Unavailability of/difficult access to data
2012,Company politics / Lack of management/financial support for a data science team
2012,Data Science results not used by business decision makers
2012,Dirty data
2012,Limitations of tools
2012,Privacy issues
2013,Company politics / Lack of management/financial support for a data science team
2013,Difficulties in deployment/scoring
2013,Lack of data science talent in the organization
2013,Lack of funds to buy useful datasets from external sources
2013,Scaling data science solution up to full database
2014,Company politics / Lack of management/financial support for a data science team
2014,Dirty data
2014,Explaining data science to others
2014,Lack of data science talent in the organization
2015,Limitations in the state of the art in machine learning
2015,Limitations of tools
2016,Dirty data
2016,Limitations of tools
2017,Company politics / Lack of management/financial support for a data science team
2017,Maintaining responsible expectations about the potential impact of data science projects
2017,Organization is small and cannot afford a data science team
2017,The lack of a clear question to be answering or a clear direction to go in with the available data
2018,Dirty data
2018,Maintaining responsible expectations about the potential impact of data science projects
2019,Company politics / Lack of management/financial support for a data science team
2019,Dirty data
2019,Lack of data science talent in the organization
2019,Privacy issues
2019,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2020,NA
2021,Company politics / Lack of management/financial support for a data science team
2021,Dirty data
2021,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2021,Unavailability of/difficult access to data
2022,NA
2023,Company politics / Lack of management/financial support for a data science team
2023,Inability to integrate findings into organization's decision-making process
2023,Lack of data science talent in the organization
2023,Lack of significant domain expert input
2023,Need to coordinate with IT
2023,Organization is small and cannot afford a data science team
2023,The lack of a clear question to be answering or a clear direction to go in with the available data
2024,Dirty data
2024,Maintaining responsible expectations about the potential impact of data science projects
2024,Unavailability of/difficult access to data
2025,NA
2026,Dirty data
2026,Explaining data science to others
2026,Lack of data science talent in the organization
2026,Limitations of tools
2026,Privacy issues
2026,Unavailability of/difficult access to data
2027,Company politics / Lack of management/financial support for a data science team
2027,Did not instrument data useful for scientific analysis and decision-making
2027,Organization is small and cannot afford a data science team
2027,Unavailability of/difficult access to data
2028,Dirty data
2028,Lack of significant domain expert input
2028,Limitations in the state of the art in machine learning
2028,Scaling data science solution up to full database
2029,Dirty data
2029,Explaining data science to others
2029,Lack of significant domain expert input
2029,The lack of a clear question to be answering or a clear direction to go in with the available data
2030,Dirty data
2030,Limitations in the state of the art in machine learning
2030,Unavailability of/difficult access to data
2031,Company politics / Lack of management/financial support for a data science team
2031,Dirty data
2031,Lack of data science talent in the organization
2031,Need to coordinate with IT
2031,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2032,NA
2033,Dirty data
2033,Lack of funds to buy useful datasets from external sources
2033,Limitations of tools
2033,Unavailability of/difficult access to data
2034,Company politics / Lack of management/financial support for a data science team
2034,Lack of funds to buy useful datasets from external sources
2034,Organization is small and cannot afford a data science team
2035,NA
2036,NA
2037,Organization is small and cannot afford a data science team
2038,Difficulties in deployment/scoring
2038,Dirty data
2038,Explaining data science to others
2038,Lack of data science talent in the organization
2038,Organization is small and cannot afford a data science team
2038,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2039,Difficulties in deployment/scoring
2039,Dirty data
2039,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2040,NA
2041,Company politics / Lack of management/financial support for a data science team
2041,Inability to integrate findings into organization's decision-making process
2041,Maintaining responsible expectations about the potential impact of data science projects
2041,The lack of a clear question to be answering or a clear direction to go in with the available data
2042,NA
2043,NA
2044,Explaining data science to others
2045,Company politics / Lack of management/financial support for a data science team
2045,Data Science results not used by business decision makers
2045,I prefer not to say
2045,Maintaining responsible expectations about the potential impact of data science projects
2045,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2046,Dirty data
2046,Lack of data science talent in the organization
2046,Limitations of tools
2046,Unavailability of/difficult access to data
2047,Lack of data science talent in the organization
2048,Dirty data
2048,Explaining data science to others
2048,Organization is small and cannot afford a data science team
2048,The lack of a clear question to be answering or a clear direction to go in with the available data
2049,Company politics / Lack of management/financial support for a data science team
2049,Limitations of tools
2049,Other
2050,I prefer not to say
2051,Company politics / Lack of management/financial support for a data science team
2051,Data Science results not used by business decision makers
2051,Maintaining responsible expectations about the potential impact of data science projects
2052,Data Science results not used by business decision makers
2052,Dirty data
2052,Lack of data science talent in the organization
2052,Need to coordinate with IT
2052,Organization is small and cannot afford a data science team
2052,The lack of a clear question to be answering or a clear direction to go in with the available data
2053,Data Science results not used by business decision makers
2054,Dirty data
2054,Maintaining responsible expectations about the potential impact of data science projects
2054,The lack of a clear question to be answering or a clear direction to go in with the available data
2055,NA
2056,Company politics / Lack of management/financial support for a data science team
2056,Dirty data
2056,Need to coordinate with IT
2056,Privacy issues
2057,Company politics / Lack of management/financial support for a data science team
2057,Dirty data
2057,Lack of significant domain expert input
2057,Organization is small and cannot afford a data science team
2057,Scaling data science solution up to full database
2057,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2057,The lack of a clear question to be answering or a clear direction to go in with the available data
2058,NA
2059,Data Science results not used by business decision makers
2059,Maintaining responsible expectations about the potential impact of data science projects
2059,Scaling data science solution up to full database
2060,Difficulties in deployment/scoring
2060,Dirty data
2060,Limitations of tools
2061,Did not instrument data useful for scientific analysis and decision-making
2061,Lack of funds to buy useful datasets from external sources
2061,Lack of significant domain expert input
2061,Limitations in the state of the art in machine learning
2061,Limitations of tools
2061,Need to coordinate with IT
2062,Data Science results not used by business decision makers
2062,Difficulties in deployment/scoring
2062,Lack of data science talent in the organization
2062,Lack of funds to buy useful datasets from external sources
2063,Company politics / Lack of management/financial support for a data science team
2063,Lack of data science talent in the organization
2063,Unavailability of/difficult access to data
2064,Company politics / Lack of management/financial support for a data science team
2064,Data Science results not used by business decision makers
2064,Dirty data
2064,Explaining data science to others
2064,Lack of data science talent in the organization
2064,Lack of significant domain expert input
2064,Need to coordinate with IT
2064,Privacy issues
2064,Scaling data science solution up to full database
2064,The lack of a clear question to be answering or a clear direction to go in with the available data
2064,Unavailability of/difficult access to data
2065,NA
2066,NA
2067,NA
2068,Company politics / Lack of management/financial support for a data science team
2068,Dirty data
2068,Explaining data science to others
2068,Unavailability of/difficult access to data
2068,Other
2069,Dirty data
2069,Explaining data science to others
2070,Dirty data
2070,Privacy issues
2071,Dirty data
2071,Limitations of tools
2071,Scaling data science solution up to full database
2071,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2072,Other
2073,Dirty data
2073,Limitations of tools
2073,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2073,Unavailability of/difficult access to data
2074,Company politics / Lack of management/financial support for a data science team
2074,Lack of data science talent in the organization
2074,Maintaining responsible expectations about the potential impact of data science projects
2074,Need to coordinate with IT
2075,Company politics / Lack of management/financial support for a data science team
2075,Data Science results not used by business decision makers
2075,Dirty data
2075,Lack of data science talent in the organization
2075,Limitations in the state of the art in machine learning
2076,Data Science results not used by business decision makers
2076,Dirty data
2076,Explaining data science to others
2076,Lack of data science talent in the organization
2076,Lack of significant domain expert input
2076,Maintaining responsible expectations about the potential impact of data science projects
2076,Need to coordinate with IT
2076,Organization is small and cannot afford a data science team
2076,Scaling data science solution up to full database
2076,The lack of a clear question to be answering or a clear direction to go in with the available data
2076,Unavailability of/difficult access to data
2077,NA
2078,Limitations of tools
2078,Unavailability of/difficult access to data
2079,Organization is small and cannot afford a data science team
2080,Dirty data
2080,Lack of data science talent in the organization
2081,NA
2082,Difficulties in deployment/scoring
2082,Dirty data
2082,Lack of significant domain expert input
2082,Limitations in the state of the art in machine learning
2082,Limitations of tools
2082,Unavailability of/difficult access to data
2083,I prefer not to say
2084,NA
2085,NA
2086,Explaining data science to others
2086,Lack of data science talent in the organization
2086,Limitations in the state of the art in machine learning
2086,Privacy issues
2086,The lack of a clear question to be answering or a clear direction to go in with the available data
2086,Unavailability of/difficult access to data
2087,Lack of data science talent in the organization
2087,Lack of significant domain expert input
2087,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2088,Company politics / Lack of management/financial support for a data science team
2088,Limitations in the state of the art in machine learning
2088,Limitations of tools
2088,Need to coordinate with IT
2088,Scaling data science solution up to full database
2089,NA
2090,Did not instrument data useful for scientific analysis and decision-making
2090,Dirty data
2090,Maintaining responsible expectations about the potential impact of data science projects
2090,The lack of a clear question to be answering or a clear direction to go in with the available data
2090,Unavailability of/difficult access to data
2091,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2092,Company politics / Lack of management/financial support for a data science team
2092,Dirty data
2092,Lack of data science talent in the organization
2092,Limitations of tools
2093,Limitations of tools
2094,NA
2095,Company politics / Lack of management/financial support for a data science team
2095,Lack of significant domain expert input
2095,Limitations of tools
2095,The lack of a clear question to be answering or a clear direction to go in with the available data
2096,NA
2097,Lack of significant domain expert input
2097,Organization is small and cannot afford a data science team
2097,Team using multiple ad-hoc development environments such as Python/R/Java/etc.
2098,Need to coordinate with IT
2098,Unavailability of/difficult access to data
2099,Dirty data
2099,Lack of funds to buy useful datasets from external sources
2099,Lack of significant domain expert input
2100,Dirty data
2100,Limitations of tools
2100,Need to coordinate with IT
2100,Unavailability of/difficult access to data
2101,Company politics / Lack of management/financial support for a data science team
2102,NA
2103,Dirty data
2104,NA
2105,NA
2106,NA
2107,NA
2108,Data Science results not used by business decision makers
2108,Lack of data science talent in the organization
2108,Scaling data science solution up to full database
2109,Company politics / Lack of management/financial support for a data science team
2109,Organization is small and cannot afford a data science team
2110,Dirty data
2111,NA
2112,Dirty data
2112,Lack of data science talent in the organization
2112,Lack of significant domain expert input
2112,Limitations in the state of the art in machine learning
2112,Need to coordinate with IT
2113,Company politics / Lack of management/financial support for a data science team
2113,Difficulties in deployment/scoring
2113,Lack of data science talent in the organization
2113,Limitations in the state of the art in machine learning
2113,Limitations of tools
2114,Company politics / Lack of management/financial support for a data science team
2114,Did not instrument data useful for scientific analysis and decision-making
2114,Dirty data
2114,Explaining data science to others
