id,challenge,frequency
119,hiring_funds,NA
120,hiring_funds,NA
121,hiring_funds,NA
122,hiring_funds,NA
123,hiring_funds,NA
124,hiring_funds,Most of the time
125,hiring_funds,Most of the time
126,hiring_funds,NA
127,hiring_funds,Most of the time
128,hiring_funds,NA
129,hiring_funds,NA
130,hiring_funds,NA
131,hiring_funds,NA
132,hiring_funds,NA
133,hiring_funds,NA
134,hiring_funds,Sometimes
135,hiring_funds,NA
136,hiring_funds,NA
137,hiring_funds,NA
138,hiring_funds,NA
139,hiring_funds,NA
140,hiring_funds,NA
141,hiring_funds,NA
142,hiring_funds,NA
143,hiring_funds,NA
144,hiring_funds,NA
145,hiring_funds,NA
146,hiring_funds,NA
147,hiring_funds,NA
148,hiring_funds,Often
149,hiring_funds,NA
150,hiring_funds,NA
151,hiring_funds,NA
152,hiring_funds,NA
153,hiring_funds,NA
154,hiring_funds,NA
155,hiring_funds,NA
156,hiring_funds,NA
157,hiring_funds,NA
158,hiring_funds,NA
159,hiring_funds,NA
160,hiring_funds,NA
161,hiring_funds,NA
162,hiring_funds,NA
163,hiring_funds,Sometimes
164,hiring_funds,NA
165,hiring_funds,NA
166,hiring_funds,NA
167,hiring_funds,NA
168,hiring_funds,NA
169,hiring_funds,NA
170,hiring_funds,NA
171,hiring_funds,NA
172,hiring_funds,NA
173,hiring_funds,NA
174,hiring_funds,NA
175,hiring_funds,NA
176,hiring_funds,NA
177,hiring_funds,NA
178,hiring_funds,NA
179,hiring_funds,NA
180,hiring_funds,NA
181,hiring_funds,NA
182,hiring_funds,NA
183,hiring_funds,NA
184,hiring_funds,NA
185,hiring_funds,NA
186,hiring_funds,NA
187,hiring_funds,NA
188,hiring_funds,NA
189,hiring_funds,NA
190,hiring_funds,Sometimes
191,hiring_funds,NA
192,hiring_funds,NA
193,hiring_funds,Most of the time
194,hiring_funds,NA
195,hiring_funds,NA
196,hiring_funds,Most of the time
197,hiring_funds,NA
198,hiring_funds,Most of the time
199,hiring_funds,NA
200,hiring_funds,NA
201,hiring_funds,NA
202,hiring_funds,NA
203,hiring_funds,NA
204,hiring_funds,Often
205,hiring_funds,NA
206,hiring_funds,NA
207,hiring_funds,NA
208,hiring_funds,NA
209,hiring_funds,NA
210,hiring_funds,NA
211,hiring_funds,Most of the time
212,hiring_funds,NA
213,hiring_funds,NA
214,hiring_funds,NA
215,hiring_funds,NA
216,hiring_funds,Most of the time
217,hiring_funds,NA
218,hiring_funds,NA
219,hiring_funds,NA
220,hiring_funds,NA
221,hiring_funds,NA
222,hiring_funds,NA
223,hiring_funds,Often
224,hiring_funds,NA
225,hiring_funds,NA
226,hiring_funds,NA
227,hiring_funds,NA
228,hiring_funds,NA
229,hiring_funds,NA
230,hiring_funds,NA
231,hiring_funds,NA
232,hiring_funds,NA
233,hiring_funds,NA
234,hiring_funds,NA
235,hiring_funds,NA
236,hiring_funds,NA
237,hiring_funds,NA
238,hiring_funds,NA
239,hiring_funds,NA
240,hiring_funds,NA
241,hiring_funds,NA
242,hiring_funds,Most of the time
243,hiring_funds,NA
244,hiring_funds,NA
245,hiring_funds,NA
246,hiring_funds,NA
247,hiring_funds,NA
248,hiring_funds,NA
249,hiring_funds,Most of the time
250,hiring_funds,NA
251,hiring_funds,NA
252,hiring_funds,NA
253,hiring_funds,NA
254,hiring_funds,NA
255,hiring_funds,NA
256,hiring_funds,NA
257,hiring_funds,NA
258,hiring_funds,NA
259,hiring_funds,NA
260,hiring_funds,NA
261,hiring_funds,NA
262,hiring_funds,NA
263,hiring_funds,NA
264,hiring_funds,NA
265,hiring_funds,NA
266,hiring_funds,Sometimes
267,hiring_funds,Sometimes
268,hiring_funds,Often
269,hiring_funds,NA
270,hiring_funds,NA
271,hiring_funds,NA
272,hiring_funds,NA
273,hiring_funds,NA
274,hiring_funds,NA
275,hiring_funds,NA
276,hiring_funds,Often
277,hiring_funds,NA
278,hiring_funds,NA
279,hiring_funds,NA
280,hiring_funds,NA
281,hiring_funds,NA
282,hiring_funds,NA
283,hiring_funds,Most of the time
284,hiring_funds,NA
285,hiring_funds,NA
286,hiring_funds,NA
287,hiring_funds,NA
288,hiring_funds,NA
289,hiring_funds,Often
290,hiring_funds,NA
291,hiring_funds,NA
292,hiring_funds,NA
293,hiring_funds,NA
294,hiring_funds,NA
295,hiring_funds,Often
296,hiring_funds,NA
297,hiring_funds,NA
298,hiring_funds,NA
299,hiring_funds,NA
300,hiring_funds,NA
301,hiring_funds,NA
302,hiring_funds,NA
303,hiring_funds,NA
304,hiring_funds,NA
305,hiring_funds,NA
306,hiring_funds,Often
307,hiring_funds,NA
308,hiring_funds,NA
309,hiring_funds,NA
310,hiring_funds,NA
311,hiring_funds,NA
312,hiring_funds,Often
313,hiring_funds,NA
314,hiring_funds,Rarely
315,hiring_funds,Often
316,hiring_funds,NA
317,hiring_funds,NA
318,hiring_funds,NA
319,hiring_funds,NA
320,hiring_funds,Most of the time
321,hiring_funds,NA
322,hiring_funds,NA
323,hiring_funds,NA
324,hiring_funds,NA
325,hiring_funds,NA
326,hiring_funds,NA
327,hiring_funds,NA
328,hiring_funds,NA
329,hiring_funds,NA
330,hiring_funds,NA
331,hiring_funds,NA
332,hiring_funds,NA
333,hiring_funds,NA
334,hiring_funds,NA
335,hiring_funds,NA
336,hiring_funds,NA
337,hiring_funds,NA
338,hiring_funds,Sometimes
339,hiring_funds,NA
340,hiring_funds,Often
341,hiring_funds,NA
342,hiring_funds,Most of the time
343,hiring_funds,NA
344,hiring_funds,NA
345,hiring_funds,Often
346,hiring_funds,NA
347,hiring_funds,NA
348,hiring_funds,NA
349,hiring_funds,NA
350,hiring_funds,NA
351,hiring_funds,NA
352,hiring_funds,NA
353,hiring_funds,NA
354,hiring_funds,NA
355,hiring_funds,NA
356,hiring_funds,NA
357,hiring_funds,NA
358,hiring_funds,Most of the time
359,hiring_funds,NA
360,hiring_funds,NA
361,hiring_funds,NA
362,hiring_funds,NA
363,hiring_funds,NA
364,hiring_funds,NA
365,hiring_funds,NA
366,hiring_funds,NA
367,hiring_funds,NA
368,hiring_funds,NA
369,hiring_funds,Most of the time
370,hiring_funds,NA
371,hiring_funds,NA
372,hiring_funds,Most of the time
373,hiring_funds,NA
374,hiring_funds,NA
375,hiring_funds,NA
376,hiring_funds,NA
377,hiring_funds,NA
378,hiring_funds,Sometimes
379,hiring_funds,NA
380,hiring_funds,NA
381,hiring_funds,NA
382,hiring_funds,NA
383,hiring_funds,NA
384,hiring_funds,NA
385,hiring_funds,NA
386,hiring_funds,NA
387,hiring_funds,Sometimes
388,hiring_funds,Often
389,hiring_funds,NA
390,hiring_funds,NA
391,hiring_funds,NA
392,hiring_funds,NA
393,hiring_funds,NA
394,hiring_funds,NA
395,hiring_funds,Sometimes
396,hiring_funds,NA
397,hiring_funds,Often
398,hiring_funds,NA
399,hiring_funds,Most of the time
400,hiring_funds,Rarely
401,hiring_funds,NA
402,hiring_funds,NA
403,hiring_funds,NA
404,hiring_funds,NA
405,hiring_funds,NA
406,hiring_funds,NA
407,hiring_funds,NA
408,hiring_funds,NA
409,hiring_funds,NA
410,hiring_funds,NA
411,hiring_funds,NA
412,hiring_funds,Most of the time
413,hiring_funds,NA
414,hiring_funds,NA
415,hiring_funds,NA
416,hiring_funds,NA
417,hiring_funds,NA
418,hiring_funds,NA
419,hiring_funds,NA
420,hiring_funds,Sometimes
421,hiring_funds,NA
422,hiring_funds,NA
423,hiring_funds,NA
424,hiring_funds,NA
425,hiring_funds,NA
426,hiring_funds,NA
427,hiring_funds,NA
428,hiring_funds,Most of the time
429,hiring_funds,NA
430,hiring_funds,NA
431,hiring_funds,NA
432,hiring_funds,NA
433,hiring_funds,NA
434,hiring_funds,NA
435,hiring_funds,NA
436,hiring_funds,NA
437,hiring_funds,Sometimes
438,hiring_funds,NA
439,hiring_funds,NA
440,hiring_funds,NA
441,hiring_funds,NA
442,hiring_funds,Most of the time
443,hiring_funds,NA
444,hiring_funds,NA
445,hiring_funds,NA
446,hiring_funds,NA
447,hiring_funds,NA
448,hiring_funds,NA
449,hiring_funds,NA
450,hiring_funds,NA
451,hiring_funds,NA
452,hiring_funds,Most of the time
453,hiring_funds,NA
454,hiring_funds,NA
455,hiring_funds,NA
456,hiring_funds,NA
457,hiring_funds,Often
458,hiring_funds,NA
459,hiring_funds,NA
460,hiring_funds,NA
461,hiring_funds,NA
462,hiring_funds,NA
463,hiring_funds,NA
464,hiring_funds,NA
465,hiring_funds,NA
466,hiring_funds,NA
467,hiring_funds,NA
468,hiring_funds,NA
469,hiring_funds,NA
470,hiring_funds,NA
471,hiring_funds,NA
472,hiring_funds,Most of the time
473,hiring_funds,NA
474,hiring_funds,NA
475,hiring_funds,NA
476,hiring_funds,NA
477,hiring_funds,NA
478,hiring_funds,Sometimes
479,hiring_funds,NA
480,hiring_funds,Rarely
481,hiring_funds,NA
482,hiring_funds,NA
483,hiring_funds,Rarely
484,hiring_funds,NA
485,hiring_funds,NA
486,hiring_funds,NA
487,hiring_funds,Sometimes
488,hiring_funds,NA
489,hiring_funds,NA
490,hiring_funds,NA
491,hiring_funds,NA
492,hiring_funds,Sometimes
493,hiring_funds,NA
494,hiring_funds,NA
495,hiring_funds,NA
496,hiring_funds,NA
497,hiring_funds,NA
498,hiring_funds,NA
499,hiring_funds,NA
500,hiring_funds,NA
501,hiring_funds,NA
502,hiring_funds,Often
503,hiring_funds,NA
504,hiring_funds,NA
505,hiring_funds,NA
506,hiring_funds,NA
507,hiring_funds,NA
508,hiring_funds,NA
509,hiring_funds,NA
510,hiring_funds,Often
511,hiring_funds,NA
512,hiring_funds,NA
513,hiring_funds,NA
514,hiring_funds,NA
515,hiring_funds,NA
516,hiring_funds,NA
517,hiring_funds,Often
518,hiring_funds,NA
519,hiring_funds,NA
520,hiring_funds,Often
521,hiring_funds,NA
522,hiring_funds,NA
523,hiring_funds,Often
524,hiring_funds,NA
525,hiring_funds,NA
526,hiring_funds,NA
527,hiring_funds,NA
528,hiring_funds,NA
529,hiring_funds,NA
530,hiring_funds,Often
531,hiring_funds,NA
532,hiring_funds,Sometimes
533,hiring_funds,NA
534,hiring_funds,NA
535,hiring_funds,NA
536,hiring_funds,NA
537,hiring_funds,Often
538,hiring_funds,NA
539,hiring_funds,Most of the time
540,hiring_funds,NA
541,hiring_funds,NA
542,hiring_funds,NA
543,hiring_funds,NA
544,hiring_funds,NA
545,hiring_funds,NA
546,hiring_funds,NA
547,hiring_funds,Sometimes
548,hiring_funds,NA
549,hiring_funds,NA
550,hiring_funds,NA
551,hiring_funds,NA
552,hiring_funds,NA
553,hiring_funds,NA
554,hiring_funds,NA
555,hiring_funds,NA
556,hiring_funds,NA
557,hiring_funds,NA
558,hiring_funds,Sometimes
559,hiring_funds,NA
560,hiring_funds,NA
561,hiring_funds,NA
562,hiring_funds,NA
563,hiring_funds,Most of the time
564,hiring_funds,NA
565,hiring_funds,Often
566,hiring_funds,NA
567,hiring_funds,NA
568,hiring_funds,NA
569,hiring_funds,NA
570,hiring_funds,NA
571,hiring_funds,NA
572,hiring_funds,NA
573,hiring_funds,Often
574,hiring_funds,NA
575,hiring_funds,NA
576,hiring_funds,NA
577,hiring_funds,NA
578,hiring_funds,NA
579,hiring_funds,NA
580,hiring_funds,NA
581,hiring_funds,NA
582,hiring_funds,NA
583,hiring_funds,NA
584,hiring_funds,NA
585,hiring_funds,NA
586,hiring_funds,Sometimes
587,hiring_funds,NA
588,hiring_funds,NA
589,hiring_funds,NA
590,hiring_funds,Often
591,hiring_funds,Sometimes
592,hiring_funds,NA
593,hiring_funds,NA
594,hiring_funds,NA
595,hiring_funds,NA
596,hiring_funds,NA
597,hiring_funds,NA
598,hiring_funds,NA
599,hiring_funds,NA
600,hiring_funds,NA
601,hiring_funds,NA
602,hiring_funds,NA
603,hiring_funds,NA
604,hiring_funds,Often
605,hiring_funds,NA
606,hiring_funds,NA
607,hiring_funds,NA
608,hiring_funds,NA
609,hiring_funds,NA
610,hiring_funds,NA
611,hiring_funds,NA
612,hiring_funds,NA
613,hiring_funds,NA
614,hiring_funds,Most of the time
615,hiring_funds,NA
616,hiring_funds,NA
617,hiring_funds,Often
618,hiring_funds,NA
619,hiring_funds,NA
620,hiring_funds,NA
621,hiring_funds,NA
622,hiring_funds,NA
623,hiring_funds,Often
624,hiring_funds,NA
625,hiring_funds,NA
626,hiring_funds,NA
627,hiring_funds,NA
628,hiring_funds,NA
629,hiring_funds,NA
630,hiring_funds,NA
631,hiring_funds,NA
632,hiring_funds,NA
633,hiring_funds,NA
634,hiring_funds,Sometimes
635,hiring_funds,Most of the time
636,hiring_funds,NA
637,hiring_funds,Sometimes
638,hiring_funds,NA
639,hiring_funds,NA
640,hiring_funds,NA
641,hiring_funds,NA
642,hiring_funds,NA
643,hiring_funds,NA
644,hiring_funds,NA
645,hiring_funds,NA
646,hiring_funds,Sometimes
647,hiring_funds,Most of the time
648,hiring_funds,NA
649,hiring_funds,NA
650,hiring_funds,NA
651,hiring_funds,NA
652,hiring_funds,NA
653,hiring_funds,NA
654,hiring_funds,NA
655,hiring_funds,NA
656,hiring_funds,NA
657,hiring_funds,NA
658,hiring_funds,NA
659,hiring_funds,Often
660,hiring_funds,NA
661,hiring_funds,Often
662,hiring_funds,NA
663,hiring_funds,NA
664,hiring_funds,NA
665,hiring_funds,NA
666,hiring_funds,NA
667,hiring_funds,NA
668,hiring_funds,Sometimes
669,hiring_funds,NA
670,hiring_funds,NA
671,hiring_funds,NA
672,hiring_funds,NA
673,hiring_funds,NA
674,hiring_funds,NA
675,hiring_funds,Most of the time
676,hiring_funds,NA
677,hiring_funds,NA
678,hiring_funds,NA
679,hiring_funds,NA
680,hiring_funds,NA
681,hiring_funds,NA
682,hiring_funds,NA
683,hiring_funds,NA
684,hiring_funds,NA
685,hiring_funds,NA
686,hiring_funds,NA
687,hiring_funds,NA
688,hiring_funds,NA
689,hiring_funds,NA
690,hiring_funds,NA
691,hiring_funds,NA
692,hiring_funds,Most of the time
693,hiring_funds,NA
694,hiring_funds,Sometimes
695,hiring_funds,NA
696,hiring_funds,NA
697,hiring_funds,NA
698,hiring_funds,NA
699,hiring_funds,NA
700,hiring_funds,NA
701,hiring_funds,Often
702,hiring_funds,NA
703,hiring_funds,NA
704,hiring_funds,NA
705,hiring_funds,Most of the time
706,hiring_funds,NA
707,hiring_funds,NA
708,hiring_funds,NA
709,hiring_funds,Sometimes
710,hiring_funds,NA
711,hiring_funds,NA
712,hiring_funds,NA
713,hiring_funds,NA
714,hiring_funds,NA
715,hiring_funds,NA
716,hiring_funds,NA
717,hiring_funds,NA
718,hiring_funds,NA
719,hiring_funds,Often
720,hiring_funds,NA
721,hiring_funds,NA
722,hiring_funds,NA
723,hiring_funds,NA
724,hiring_funds,NA
725,hiring_funds,NA
726,hiring_funds,NA
727,hiring_funds,NA
728,hiring_funds,Often
729,hiring_funds,Most of the time
730,hiring_funds,NA
731,hiring_funds,NA
732,hiring_funds,NA
733,hiring_funds,NA
734,hiring_funds,NA
735,hiring_funds,NA
736,hiring_funds,NA
737,hiring_funds,Rarely
738,hiring_funds,NA
739,hiring_funds,NA
740,hiring_funds,NA
741,hiring_funds,NA
742,hiring_funds,NA
743,hiring_funds,Sometimes
744,hiring_funds,NA
745,hiring_funds,NA
746,hiring_funds,NA
747,hiring_funds,NA
748,hiring_funds,NA
749,hiring_funds,NA
750,hiring_funds,NA
751,hiring_funds,NA
752,hiring_funds,Most of the time
753,hiring_funds,NA
754,hiring_funds,NA
755,hiring_funds,NA
756,hiring_funds,Sometimes
757,hiring_funds,NA
758,hiring_funds,NA
759,hiring_funds,NA
760,hiring_funds,NA
761,hiring_funds,NA
762,hiring_funds,NA
763,hiring_funds,Sometimes
764,hiring_funds,NA
765,hiring_funds,NA
766,hiring_funds,NA
767,hiring_funds,NA
768,hiring_funds,NA
769,hiring_funds,NA
770,hiring_funds,NA
771,hiring_funds,NA
772,hiring_funds,NA
773,hiring_funds,NA
774,hiring_funds,NA
775,hiring_funds,NA
776,hiring_funds,NA
777,hiring_funds,NA
778,hiring_funds,NA
779,hiring_funds,NA
780,hiring_funds,NA
781,hiring_funds,NA
782,hiring_funds,Sometimes
783,hiring_funds,NA
784,hiring_funds,NA
785,hiring_funds,Often
786,hiring_funds,NA
787,hiring_funds,NA
788,hiring_funds,NA
789,hiring_funds,NA
790,hiring_funds,NA
791,hiring_funds,NA
792,hiring_funds,NA
793,hiring_funds,Sometimes
794,hiring_funds,NA
795,hiring_funds,NA
796,hiring_funds,NA
797,hiring_funds,Often
798,hiring_funds,NA
799,hiring_funds,NA
800,hiring_funds,NA
801,hiring_funds,NA
802,hiring_funds,NA
803,hiring_funds,Often
804,hiring_funds,NA
805,hiring_funds,NA
806,hiring_funds,Most of the time
807,hiring_funds,NA
808,hiring_funds,NA
809,hiring_funds,NA
810,hiring_funds,NA
811,hiring_funds,Most of the time
812,hiring_funds,NA
813,hiring_funds,NA
814,hiring_funds,NA
815,hiring_funds,NA
816,hiring_funds,NA
817,hiring_funds,NA
818,hiring_funds,NA
819,hiring_funds,NA
820,hiring_funds,Most of the time
821,hiring_funds,NA
822,hiring_funds,NA
823,hiring_funds,Often
824,hiring_funds,NA
825,hiring_funds,NA
826,hiring_funds,Most of the time
827,hiring_funds,NA
828,hiring_funds,NA
829,hiring_funds,NA
830,hiring_funds,NA
831,hiring_funds,NA
832,hiring_funds,NA
833,hiring_funds,NA
834,hiring_funds,Sometimes
835,hiring_funds,NA
836,hiring_funds,NA
837,hiring_funds,NA
838,hiring_funds,NA
839,hiring_funds,NA
840,hiring_funds,NA
841,hiring_funds,Most of the time
842,hiring_funds,NA
843,hiring_funds,NA
844,hiring_funds,NA
845,hiring_funds,Most of the time
846,hiring_funds,NA
847,hiring_funds,NA
848,hiring_funds,Sometimes
849,hiring_funds,NA
850,hiring_funds,Sometimes
851,hiring_funds,Sometimes
852,hiring_funds,NA
853,hiring_funds,NA
854,hiring_funds,NA
855,hiring_funds,NA
856,hiring_funds,NA
857,hiring_funds,Often
858,hiring_funds,Often
859,hiring_funds,Often
860,hiring_funds,NA
861,hiring_funds,NA
862,hiring_funds,NA
863,hiring_funds,NA
864,hiring_funds,NA
865,hiring_funds,NA
866,hiring_funds,NA
867,hiring_funds,Sometimes
868,hiring_funds,NA
869,hiring_funds,NA
870,hiring_funds,NA
871,hiring_funds,NA
872,hiring_funds,Sometimes
873,hiring_funds,NA
874,hiring_funds,NA
875,hiring_funds,NA
876,hiring_funds,NA
877,hiring_funds,NA
878,hiring_funds,NA
879,hiring_funds,NA
880,hiring_funds,Sometimes
881,hiring_funds,NA
882,hiring_funds,NA
883,hiring_funds,NA
884,hiring_funds,NA
885,hiring_funds,NA
886,hiring_funds,NA
887,hiring_funds,NA
888,hiring_funds,NA
889,hiring_funds,Sometimes
890,hiring_funds,NA
891,hiring_funds,NA
892,hiring_funds,Most of the time
893,hiring_funds,NA
894,hiring_funds,NA
895,hiring_funds,NA
896,hiring_funds,NA
897,hiring_funds,NA
898,hiring_funds,NA
899,hiring_funds,NA
900,hiring_funds,Sometimes
901,hiring_funds,NA
902,hiring_funds,NA
903,hiring_funds,NA
904,hiring_funds,NA
905,hiring_funds,NA
906,hiring_funds,NA
907,hiring_funds,NA
908,hiring_funds,NA
909,hiring_funds,NA
910,hiring_funds,NA
911,hiring_funds,NA
912,hiring_funds,NA
913,hiring_funds,Most of the time
914,hiring_funds,Sometimes
915,hiring_funds,NA
916,hiring_funds,NA
917,hiring_funds,Often
918,hiring_funds,NA
919,hiring_funds,NA
920,hiring_funds,NA
921,hiring_funds,Often
922,hiring_funds,NA
923,hiring_funds,NA
924,hiring_funds,NA
925,hiring_funds,NA
926,hiring_funds,NA
927,hiring_funds,NA
928,hiring_funds,NA
929,hiring_funds,NA
930,hiring_funds,Sometimes
931,hiring_funds,NA
932,hiring_funds,NA
933,hiring_funds,NA
934,hiring_funds,NA
935,hiring_funds,NA
936,hiring_funds,NA
937,hiring_funds,NA
938,hiring_funds,NA
939,hiring_funds,NA
940,hiring_funds,NA
941,hiring_funds,NA
942,hiring_funds,Often
943,hiring_funds,NA
944,hiring_funds,NA
945,hiring_funds,NA
946,hiring_funds,NA
947,hiring_funds,Most of the time
948,hiring_funds,NA
949,hiring_funds,NA
950,hiring_funds,NA
951,hiring_funds,NA
952,hiring_funds,NA
953,hiring_funds,NA
954,hiring_funds,NA
955,hiring_funds,NA
956,hiring_funds,NA
957,hiring_funds,Most of the time
958,hiring_funds,Sometimes
959,hiring_funds,NA
960,hiring_funds,NA
961,hiring_funds,NA
962,hiring_funds,NA
963,hiring_funds,NA
964,hiring_funds,NA
965,hiring_funds,NA
966,hiring_funds,NA
967,hiring_funds,NA
968,hiring_funds,NA
969,hiring_funds,Often
970,hiring_funds,NA
971,hiring_funds,NA
972,hiring_funds,NA
973,hiring_funds,NA
974,hiring_funds,NA
975,hiring_funds,NA
976,hiring_funds,NA
977,hiring_funds,NA
978,hiring_funds,NA
979,hiring_funds,NA
980,hiring_funds,Sometimes
981,hiring_funds,NA
982,hiring_funds,NA
983,hiring_funds,Often
984,hiring_funds,NA
985,hiring_funds,NA
986,hiring_funds,NA
987,hiring_funds,NA
988,hiring_funds,NA
989,hiring_funds,NA
990,hiring_funds,NA
991,hiring_funds,NA
992,hiring_funds,NA
993,hiring_funds,NA
994,hiring_funds,NA
995,hiring_funds,NA
996,hiring_funds,NA
997,hiring_funds,NA
998,hiring_funds,NA
999,hiring_funds,NA
1000,hiring_funds,Most of the time
1001,hiring_funds,NA
1002,hiring_funds,NA
1003,hiring_funds,NA
1004,hiring_funds,NA
1005,hiring_funds,NA
1006,hiring_funds,NA
1007,hiring_funds,NA
1008,hiring_funds,NA
1009,hiring_funds,NA
1010,hiring_funds,NA
1011,hiring_funds,NA
1012,hiring_funds,NA
1013,hiring_funds,NA
1014,hiring_funds,Most of the time
1015,hiring_funds,NA
1016,hiring_funds,Often
1017,hiring_funds,NA
1018,hiring_funds,NA
1019,hiring_funds,NA
1020,hiring_funds,NA
1021,hiring_funds,NA
1022,hiring_funds,Often
1023,hiring_funds,NA
1024,hiring_funds,NA
1025,hiring_funds,NA
1026,hiring_funds,Most of the time
1027,hiring_funds,NA
1028,hiring_funds,NA
1029,hiring_funds,NA
1030,hiring_funds,NA
1031,hiring_funds,NA
1032,hiring_funds,NA
1033,hiring_funds,NA
1034,hiring_funds,NA
1035,hiring_funds,NA
1036,hiring_funds,NA
1037,hiring_funds,NA
1038,hiring_funds,NA
1039,hiring_funds,NA
1040,hiring_funds,NA
1041,hiring_funds,NA
1042,hiring_funds,NA
1043,hiring_funds,Often
1044,hiring_funds,NA
1045,hiring_funds,Most of the time
1046,hiring_funds,NA
1047,hiring_funds,NA
1048,hiring_funds,NA
1049,hiring_funds,NA
1050,hiring_funds,NA
1051,hiring_funds,NA
1052,hiring_funds,NA
1053,hiring_funds,NA
1054,hiring_funds,NA
1055,hiring_funds,NA
1056,hiring_funds,Sometimes
1057,hiring_funds,NA
1058,hiring_funds,NA
1059,hiring_funds,NA
1060,hiring_funds,NA
1061,hiring_funds,Most of the time
1062,hiring_funds,Often
1063,hiring_funds,NA
1064,hiring_funds,NA
1065,hiring_funds,NA
1066,hiring_funds,Rarely
1067,hiring_funds,NA
1068,hiring_funds,NA
1069,hiring_funds,NA
1070,hiring_funds,NA
1071,hiring_funds,NA
1072,hiring_funds,Sometimes
1073,hiring_funds,NA
1074,hiring_funds,NA
1075,hiring_funds,NA
1076,hiring_funds,Most of the time
1077,hiring_funds,NA
1078,hiring_funds,NA
1079,hiring_funds,NA
1080,hiring_funds,Rarely
1081,hiring_funds,NA
1082,hiring_funds,Often
1083,hiring_funds,Often
1084,hiring_funds,NA
1085,hiring_funds,NA
1086,hiring_funds,NA
1087,hiring_funds,NA
1088,hiring_funds,Sometimes
1089,hiring_funds,Often
1090,hiring_funds,NA
1091,hiring_funds,Sometimes
1092,hiring_funds,NA
1093,hiring_funds,NA
1094,hiring_funds,NA
1095,hiring_funds,NA
1096,hiring_funds,NA
1097,hiring_funds,NA
1098,hiring_funds,NA
1099,hiring_funds,NA
1100,hiring_funds,NA
1101,hiring_funds,NA
1102,hiring_funds,NA
1103,hiring_funds,NA
1104,hiring_funds,NA
1105,hiring_funds,NA
1106,hiring_funds,NA
1107,hiring_funds,NA
1108,hiring_funds,NA
1109,hiring_funds,NA
1110,hiring_funds,Often
1111,hiring_funds,NA
1112,hiring_funds,Most of the time
1113,hiring_funds,Often
1114,hiring_funds,NA
1115,hiring_funds,NA
1116,hiring_funds,NA
1117,hiring_funds,NA
1118,hiring_funds,NA
1119,hiring_funds,NA
1120,hiring_funds,NA
1121,hiring_funds,NA
1122,hiring_funds,NA
1123,hiring_funds,NA
1124,hiring_funds,NA
1125,hiring_funds,NA
1126,hiring_funds,NA
1127,hiring_funds,NA
1128,hiring_funds,NA
1129,hiring_funds,NA
1130,hiring_funds,NA
1131,hiring_funds,NA
1132,hiring_funds,NA
1133,hiring_funds,NA
1134,hiring_funds,NA
1135,hiring_funds,NA
1136,hiring_funds,NA
1137,hiring_funds,NA
1138,hiring_funds,Sometimes
1139,hiring_funds,Often
1140,hiring_funds,NA
1141,hiring_funds,Sometimes
1142,hiring_funds,Often
1143,hiring_funds,NA
1144,hiring_funds,NA
1145,hiring_funds,NA
1146,hiring_funds,Often
1147,hiring_funds,Often
1148,hiring_funds,Most of the time
1149,hiring_funds,NA
1150,hiring_funds,NA
1151,hiring_funds,Often
1152,hiring_funds,NA
1153,hiring_funds,Most of the time
1154,hiring_funds,NA
1155,hiring_funds,NA
1156,hiring_funds,NA
1157,hiring_funds,NA
1158,hiring_funds,NA
1159,hiring_funds,NA
1160,hiring_funds,NA
1161,hiring_funds,NA
1162,hiring_funds,NA
1163,hiring_funds,NA
1164,hiring_funds,NA
1165,hiring_funds,NA
1166,hiring_funds,NA
1167,hiring_funds,NA
1168,hiring_funds,NA
1169,hiring_funds,NA
1170,hiring_funds,NA
1171,hiring_funds,Sometimes
1172,hiring_funds,NA
1173,hiring_funds,NA
1174,hiring_funds,NA
1175,hiring_funds,NA
1176,hiring_funds,NA
1177,hiring_funds,NA
1178,hiring_funds,NA
1179,hiring_funds,NA
1180,hiring_funds,NA
1181,hiring_funds,NA
1182,hiring_funds,NA
1183,hiring_funds,NA
1184,hiring_funds,NA
1185,hiring_funds,NA
1186,hiring_funds,NA
1187,hiring_funds,NA
1188,hiring_funds,NA
1189,hiring_funds,NA
1190,hiring_funds,NA
1191,hiring_funds,NA
1192,hiring_funds,NA
1193,hiring_funds,NA
1194,hiring_funds,Often
1195,hiring_funds,NA
1196,hiring_funds,NA
1197,hiring_funds,NA
1198,hiring_funds,NA
1199,hiring_funds,NA
1200,hiring_funds,Most of the time
1201,hiring_funds,NA
1202,hiring_funds,NA
1203,hiring_funds,NA
1204,hiring_funds,NA
1205,hiring_funds,NA
1206,hiring_funds,NA
1207,hiring_funds,NA
1208,hiring_funds,Most of the time
1209,hiring_funds,Often
1210,hiring_funds,NA
1211,hiring_funds,NA
1212,hiring_funds,NA
1213,hiring_funds,NA
1214,hiring_funds,NA
1215,hiring_funds,NA
1216,hiring_funds,NA
1217,hiring_funds,NA
1218,hiring_funds,Sometimes
1219,hiring_funds,NA
1220,hiring_funds,NA
1221,hiring_funds,NA
1222,hiring_funds,Rarely
1223,hiring_funds,Sometimes
1224,hiring_funds,NA
1225,hiring_funds,NA
1226,hiring_funds,NA
1227,hiring_funds,NA
1228,hiring_funds,NA
1229,hiring_funds,NA
1230,hiring_funds,NA
1231,hiring_funds,Often
1232,hiring_funds,NA
1233,hiring_funds,NA
1234,hiring_funds,NA
1235,hiring_funds,NA
1236,hiring_funds,NA
